0	0
0.01	0.00001023
0.02	0.000019995
0.03	0.00003627
0.04	0.0000744
0.05	0.000093
0.06	0.0001116
0.07	0.0001209
0.08	0.0001023
0.09	0.0000744
0.1	0.0000372
0.11	0
0.12	-0.0000186
0.13	-0.0000279
0.14	-0.0000279
0.15	-0.0000372
0.16	-0.0000465
0.17	-0.0000558
0.18	-0.0000651
0.19	-0.0000744
0.2	-0.0000837
0.21	-0.000093
0.22	-0.0001116
0.23	-0.0001302
0.24	-0.0001488
0.25	-0.0001767
0.26	-0.0002232
0.27	-0.0002604
0.28	-0.000279
0.29	-0.0002511
0.3	-0.000093
0.31	0.000465
0.32	0.00186
0.33	0.002046
0.34	0.0016275
0.35	0
0.36	-0.000186
0.37	-0.000372
0.38	-0.0004185
0.39	-0.0003255
0.4	-0.000186
0.41	-0.0001395
0.42	-0.000093
0.43	-0.0000465
0.44	-0.0000186
0.45	-0.0000093
0.46	0
0.47	0
0.48	0
0.49	0
0.5	0
0.51	0
0.52	0
0.53	0
0.54	0
0.55	0
0.56	0
0.57	0
0.58	0
0.59	0
0.6	0.000009207
0.61	0.0000186
0.62	0.0000372
0.63	0.0000465
0.64	0.0000651
0.65	0.0000837
0.66	0.0001023
0.67	0.0001209
0.68	0.0001488
0.69	0.0001953
0.7	0.0002325
0.71	0.0002511
0.72	0.0002604
0.73	0.0002418
0.74	0.000186
0.75	0.0001395
0.76	0.000093
0.77	0.0000558
0.78	0.0000279
0.79	0.0000186
0.8	0.0000093
0.81	0.0000093
0.82	0
0.83	0
0.84	0
0.85	0
0.86	0
0.87	0
0.88	0
0.89	0
0.9	0
0.91	0
0.92	0
0.93	0
0.94	0
0.95	0
0.96	0
0.97	0
0.98	0
0.99	0
1	0
	
	
1.01	0.00001023
1.02	0.000019995
1.03	0.00003627
1.04	0.0000744
1.05	0.000093
1.06	0.0001116
1.07	0.0001209
1.08	0.0001023
1.09	0.0000744
1.1	0.0000372
1.11	0
1.12	-0.0000186
1.13	-0.0000279
1.14	-0.0000279
1.15	-0.0000372
1.16	-0.0000465
1.17	-0.0000558
1.18	-0.0000651
1.19	-0.0000744
1.2	-0.0000837
1.21	-0.000093
1.22	-0.0001116
1.23	-0.0001302
1.24	-0.0001488
1.25	-0.0001767
1.26	-0.0002232
1.27	-0.0002604
1.28	-0.000279
1.29	-0.0002511
1.3	-0.000093
1.31	0.000465
1.32	0.00186
1.33	0.002046
1.34	0.0016275
1.35	0
1.36	-0.000186
1.37	-0.000372
1.38	-0.0004185
1.39	-0.0003255
1.4	-0.000186
1.41	-0.0001395
1.42	-0.000093
1.43	-0.0000465
1.44	-0.0000186
1.45	-0.0000093
1.46	0
1.47	0
1.48	0
1.49	0
1.5	0
1.51	0
1.52	0
1.53	0
1.54	0
1.55	0
1.56	0
1.57	0
1.58	0
1.59	0
1.6	0.000009207
1.61	0.0000186
1.62	0.0000372
1.63	0.0000465
1.64	0.0000651
1.65	0.0000837
1.66	0.0001023
1.67	0.0001209
1.68	0.0001488
1.69	0.0001953
1.7	0.0002325
1.71	0.0002511
1.72	0.0002604
1.73	0.0002418
1.74	0.000186
1.75	0.0001395
1.76	0.000093
1.77	0.0000558
1.78	0.0000279
1.79	0.0000186
1.8	0.0000093
1.81	0.0000093
1.82	0
1.83	0
1.84	0
1.85	0
1.86	0
1.87	0
1.88	0
1.89	0
1.9	0
1.91	0
1.92	0
1.93	0
1.94	0
1.95	0
1.96	0
1.97	0
1.98	0
1.99	0
2	0
	
2.01	0
2.02	0.00001023
2.03	0.000019995
2.04	0.00003627
2.05	0.0000744
2.06	0.000093
2.07	0.0001116
2.08	0.0001209
2.09	0.0001023
2.1	0.0000744
2.11	0.0000372
2.12	0
2.13	-0.0000186
2.14	-0.0000279
2.15	-0.0000279
2.16	-0.0000372
2.17	-0.0000465
2.18	-0.0000558
2.19	-0.0000651
2.2	-0.0000744
2.21	-0.0000837
2.22	-0.000093
2.23	-0.0001116
2.24	-0.0001302
2.25	-0.0001488
2.26	-0.0001767
2.27	-0.0002232
2.28	-0.0002604
2.29	-0.000279
2.3	-0.0002511
2.31	-0.000093
2.32	0.000465
2.33	0.00186
2.34	0.002046
2.35	0.0016275
2.36	0
2.37	-0.000186
2.38	-0.000372
2.39	-0.0004185
2.4	-0.0003255
2.41	-0.000186
2.42	-0.0001395
2.43	-0.000093
2.44	-0.0000465
2.45	-0.0000186
2.46	-0.0000093
2.47	0
2.48	0
2.49	0
2.5	0
2.51	0
2.52	0
2.53	0
2.54	0
2.55	0
2.56	0
2.57	0
2.58	0
2.59	0
2.6	0
2.61	0.000009207
2.62	0.0000186
2.63	0.0000372
2.64	0.0000465
2.65	0.0000651
2.66	0.0000837
2.67	0.0001023
2.68	0.0001209
2.69	0.0001488
2.7	0.0001953
2.71	0.0002325
2.72	0.0002511
2.73	0.0002604
2.74	0.0002418
2.75	0.000186
2.76	0.0001395
2.77	0.000093
2.78	0.0000558
2.79	0.0000279
2.8	0.0000186
2.81	0.0000093
2.82	0.0000093
2.83	0
2.84	0
2.85	0
2.86	0
2.87	0
2.88	0
2.89	0
2.9	0
2.91	0
2.92	0
2.93	0
2.94	0
2.95	0
2.96	0
2.97	0
2.98	0
2.99	0
3	0
	
3.01	0
3.02	0.00001023
3.03	0.000019995
3.04	0.00003627
3.05	0.0000744
3.06	0.000093
3.07	0.0001116
3.08	0.0001209
3.09	0.0001023
3.1	0.0000744
3.11	0.0000372
3.12	0
3.13	-0.0000186
3.14	-0.0000279
3.15	-0.0000279
3.16	-0.0000372
3.17	-0.0000465
3.18	-0.0000558
3.19	-0.0000651
3.2	-0.0000744
3.21	-0.0000837
3.22	-0.000093
3.23	-0.0001116
3.24	-0.0001302
3.25	-0.0001488
3.26	-0.0001767
3.27	-0.0002232
3.28	-0.0002604
3.29	-0.000279
3.3	-0.0002511
3.31	-0.000093
3.32	0.000465
3.33	0.00186
3.34	0.002046
3.35	0.0016275
3.36	0
3.37	-0.000186
3.38	-0.000372
3.39	-0.0004185
3.4	-0.0003255
3.41	-0.000186
3.42	-0.0001395
3.43	-0.000093
3.44	-0.0000465
3.45	-0.0000186
3.46	-0.0000093
3.47	0
3.48	0
3.49	0
3.5	0
3.51	0
3.52	0
3.53	0
3.54	0
3.55	0
3.56	0
3.57	0
3.58	0
3.59	0
3.6	0
3.61	0.000009207
3.62	0.0000186
3.63	0.0000372
3.64	0.0000465
3.65	0.0000651
3.66	0.0000837
3.67	0.0001023
3.68	0.0001209
3.69	0.0001488
3.7	0.0001953
3.71	0.0002325
3.72	0.0002511
3.73	0.0002604
3.74	0.0002418
3.75	0.000186
3.76	0.0001395
3.77	0.000093
3.78	0.0000558
3.79	0.0000279
3.8	0.0000186
3.81	0.0000093
3.82	0.0000093
3.83	0
3.84	0
3.85	0
3.86	0
3.87	0
3.88	0
3.89	0
3.9	0
3.91	0
3.92	0
3.93	0
3.94	0
3.95	0
3.96	0
3.97	0
3.98	0
3.99	0
4	0
	
4.01	0
4.02	0.00001023
4.03	0.000019995
4.04	0.00003627
4.05	0.0000744
4.06	0.000093
4.07	0.0001116
4.08	0.0001209
4.09	0.0001023
4.1	0.0000744
4.11	0.0000372
4.12	0
4.13	-0.0000186
4.14	-0.0000279
4.15	-0.0000279
4.16	-0.0000372
4.17	-0.0000465
4.18	-0.0000558
4.19	-0.0000651
4.2	-0.0000744
4.21	-0.0000837
4.22	-0.000093
4.23	-0.0001116
4.24	-0.0001302
4.25	-0.0001488
4.26	-0.0001767
4.27	-0.0002232
4.28	-0.0002604
4.29	-0.000279
4.3	-0.0002511
4.31	-0.000093
4.32	0.000465
4.33	0.00186
4.34	0.002046
4.35	0.0016275
4.36	0
4.37	-0.000186
4.38	-0.000372
4.39	-0.0004185
4.4	-0.0003255
4.41	-0.000186
4.42	-0.0001395
4.43	-0.000093
4.44	-0.0000465
4.45	-0.0000186
4.46	-0.0000093
4.47	0
4.48	0
4.49	0
4.5	0
4.51	0
4.52	0
4.53	0
4.54	0
4.55	0
4.56	0
4.57	0
4.58	0
4.59	0
4.6	0
4.61	0.000009207
4.62	0.0000186
4.63	0.0000372
4.64	0.0000465
4.65	0.0000651
4.66	0.0000837
4.67	0.0001023
4.68	0.0001209
4.69	0.0001488
4.7	0.0001953
4.71	0.0002325
4.72	0.0002511
4.73	0.0002604
4.74	0.0002418
4.75	0.000186
4.76	0.0001395
4.77	0.000093
4.78	0.0000558
4.79	0.0000279
4.8	0.0000186
4.81	0.0000093
4.82	0.0000093
4.83	0
4.84	0
4.85	0
4.86	0
4.87	0
4.88	0
4.89	0
4.9	0
4.91	0
4.92	0
4.93	0
4.94	0
4.95	0
4.96	0
4.97	0
4.98	0
4.99	0
5	0
	
5.01	0
5.02	0.00001023
5.03	0.000019995
5.04	0.00003627
5.05	0.0000744
5.06	0.000093
5.07	0.0001116
5.08	0.0001209
5.09	0.0001023
5.1	0.0000744
5.11	0.0000372
5.12	0
5.13	-0.0000186
5.14	-0.0000279
5.15	-0.0000279
5.16	-0.0000372
5.17	-0.0000465
5.18	-0.0000558
5.19	-0.0000651
5.2	-0.0000744
5.21	-0.0000837
5.22	-0.000093
5.23	-0.0001116
5.24	-0.0001302
5.25	-0.0001488
5.26	-0.0001767
5.27	-0.0002232
5.28	-0.0002604
5.29	-0.000279
5.3	-0.0002511
5.31	-0.000093
5.32	0.000465
5.33	0.00186
5.34	0.002046
5.35	0.0016275
5.36	0
5.37	-0.000186
5.38	-0.000372
5.39	-0.0004185
5.4	-0.0003255
5.41	-0.000186
5.42	-0.0001395
5.43	-0.000093
5.44	-0.0000465
5.45	-0.0000186
5.46	-0.0000093
5.47	0
5.48	0
5.49	0
5.5	0
5.51	0
5.52	0
5.53	0
5.54	0
5.55	0
5.56	0
5.57	0
5.58	0
5.59	0
5.6	0
5.61	0.000009207
5.62	0.0000186
5.63	0.0000372
5.64	0.0000465
5.65	0.0000651
5.66	0.0000837
5.67	0.0001023
5.68	0.0001209
5.69	0.0001488
5.7	0.0001953
5.71	0.0002325
5.72	0.0002511
5.73	0.0002604
5.74	0.0002418
5.75	0.000186
5.76	0.0001395
5.77	0.000093
5.78	0.0000558
5.79	0.0000279
5.8	0.0000186
5.81	0.0000093
5.82	0.0000093
5.83	0
5.84	0
5.85	0
5.86	0
5.87	0
5.88	0
5.89	0
5.9	0
5.91	0
5.92	0
5.93	0
5.94	0
5.95	0
5.96	0
5.97	0
5.98	0
5.99	0
6	0
	
6.01	0
6.02	0.00001023
6.03	0.000019995
6.04	0.00003627
6.05	0.0000744
6.06	0.000093
6.07	0.0001116
6.08	0.0001209
6.09	0.0001023
6.1	0.0000744
6.11	0.0000372
6.12	0
6.13	-0.0000186
6.14	-0.0000279
6.15	-0.0000279
6.16	-0.0000372
6.17	-0.0000465
6.18	-0.0000558
6.19	-0.0000651
6.2	-0.0000744
6.21	-0.0000837
6.22	-0.000093
6.23	-0.0001116
6.24	-0.0001302
6.25	-0.0001488
6.26	-0.0001767
6.27	-0.0002232
6.28	-0.0002604
6.29	-0.000279
6.3	-0.0002511
6.31	-0.000093
6.32	0.000465
6.33	0.00186
6.34	0.002046
6.35	0.0016275
6.36	0
6.37	-0.000186
6.38	-0.000372
6.39	-0.0004185
6.4	-0.0003255
6.41	-0.000186
6.42	-0.0001395
6.43	-0.000093
6.44	-0.0000465
6.45	-0.0000186
6.46	-0.0000093
6.47	0
6.48	0
6.49	0
6.5	0
6.51	0
6.52	0
6.53	0
6.54	0
6.55	0
6.56	0
6.57	0
6.58	0
6.59	0
6.6	0
6.61	0.000009207
6.62	0.0000186
6.63	0.0000372
6.64	0.0000465
6.65	0.0000651
6.66	0.0000837
6.67	0.0001023
6.68	0.0001209
6.69	0.0001488
6.7	0.0001953
6.71	0.0002325
6.72	0.0002511
6.73	0.0002604
6.74	0.0002418
6.75	0.000186
6.76	0.0001395
6.77	0.000093
6.78	0.0000558
6.79	0.0000279
6.8	0.0000186
6.81	0.0000093
6.82	0.0000093
6.83	0
6.84	0
6.85	0
6.86	0
6.87	0
6.88	0
6.89	0
6.9	0
6.91	0
6.92	0
6.93	0
6.94	0
6.95	0
6.96	0
6.97	0
6.98	0
6.99	0
7	0
	
7.01	0
7.02	0.00001023
7.03	0.000019995
7.04	0.00003627
7.05	0.0000744
7.06	0.000093
7.07	0.0001116
7.08	0.0001209
7.09	0.0001023
7.1	0.0000744
7.11	0.0000372
7.12	0
7.13	-0.0000186
7.14	-0.0000279
7.15	-0.0000279
7.16	-0.0000372
7.17	-0.0000465
7.18	-0.0000558
7.19	-0.0000651
7.2	-0.0000744
7.21	-0.0000837
7.22	-0.000093
7.23	-0.0001116
7.24	-0.0001302
7.25	-0.0001488
7.26	-0.0001767
7.27	-0.0002232
7.28	-0.0002604
7.29	-0.000279
7.3	-0.0002511
7.31	-0.000093
7.32	0.000465
7.33	0.00186
7.34	0.002046
7.35	0.0016275
7.36	0
7.37	-0.000186
7.38	-0.000372
7.39	-0.0004185
7.4	-0.0003255
7.41	-0.000186
7.42	-0.0001395
7.43	-0.000093
7.44	-0.0000465
7.45	-0.0000186
7.46	-0.0000093
7.47	0
7.48	0
7.49	0
7.5	0
7.51	0
7.52	0
7.53	0
7.54	0
7.55	0
7.56	0
7.57	0
7.58	0
7.59	0
7.6	0
7.61	0.000009207
7.62	0.0000186
7.63	0.0000372
7.64	0.0000465
7.65	0.0000651
7.66	0.0000837
7.67	0.0001023
7.68	0.0001209
7.69	0.0001488
7.7	0.0001953
7.71	0.0002325
7.72	0.0002511
7.73	0.0002604
7.74	0.0002418
7.75	0.000186
7.76	0.0001395
7.77	0.000093
7.78	0.0000558
7.79	0.0000279
7.8	0.0000186
7.81	0.0000093
7.82	0.0000093
7.83	0
7.84	0
7.85	0
7.86	0
7.87	0
7.88	0
7.89	0
7.9	0
7.91	0
7.92	0
7.93	0
7.94	0
7.95	0
7.96	0
7.97	0
7.98	0
7.99	0
8	0
	
8.01	0
8.02	0.00001023
8.03	0.000019995
8.04	0.00003627
8.05	0.0000744
8.06	0.000093
8.07	0.0001116
8.08	0.0001209
8.09	0.0001023
8.1	0.0000744
8.11	0.0000372
8.12	0
8.13	-0.0000186
8.14	-0.0000279
8.15	-0.0000279
8.16	-0.0000372
8.17	-0.0000465
8.18	-0.0000558
8.19	-0.0000651
8.2	-0.0000744
8.21	-0.0000837
8.22	-0.000093
8.23	-0.0001116
8.24	-0.0001302
8.25	-0.0001488
8.26	-0.0001767
8.27	-0.0002232
8.28	-0.0002604
8.29	-0.000279
8.3	-0.0002511
8.31	-0.000093
8.32	0.000465
8.33	0.00186
8.34	0.002046
8.35	0.0016275
8.36	0
8.37	-0.000186
8.38	-0.000372
8.39	-0.0004185
8.4	-0.0003255
8.41	-0.000186
8.42	-0.0001395
8.43	-0.000093
8.44	-0.0000465
8.45	-0.0000186
8.46	-0.0000093
8.47	0
8.48	0
8.49	0
8.5	0
8.51	0
8.52	0
8.53	0
8.54	0
8.55	0
8.56	0
8.57	0
8.58	0
8.59	0
8.6	0
8.61	0.000009207
8.62	0.0000186
8.63	0.0000372
8.64	0.0000465
8.65	0.0000651
8.66	0.0000837
8.67	0.0001023
8.68	0.0001209
8.69	0.0001488
8.7	0.0001953
8.71	0.0002325
8.72	0.0002511
8.73	0.0002604
8.74	0.0002418
8.75	0.000186
8.76	0.0001395
8.77	0.000093
8.78	0.0000558
8.79	0.0000279
8.8	0.0000186
8.81	0.0000093
8.82	0.0000093
8.83	0
8.84	0
8.85	0
8.86	0
8.87	0
8.88	0
8.89	0
8.9	0
8.91	0
8.92	0
8.93	0
8.94	0
8.95	0
8.96	0
8.97	0
8.98	0
8.99	0
9	0
	
9.01	0
9.02	0.00001023
9.03	0.000019995
9.04	0.00003627
9.05	0.0000744
9.06	0.000093
9.07	0.0001116
9.08	0.0001209
9.09	0.0001023
9.1	0.0000744
9.11	0.0000372
9.12	0
9.13	-0.0000186
9.14	-0.0000279
9.15	-0.0000279
9.16	-0.0000372
9.17	-0.0000465
9.18	-0.0000558
9.19	-0.0000651
9.2	-0.0000744
9.21	-0.0000837
9.22	-0.000093
9.23	-0.0001116
9.24	-0.0001302
9.25	-0.0001488
9.26	-0.0001767
9.27	-0.0002232
9.28	-0.0002604
9.29	-0.000279
9.3	-0.0002511
9.31	-0.000093
9.32	0.000465
9.33	0.00186
9.34	0.002046
9.35	0.0016275
9.36	0
9.37	-0.000186
9.38	-0.000372
9.39	-0.0004185
9.4	-0.0003255
9.41	-0.000186
9.42	-0.0001395
9.43	-0.000093
9.44	-0.0000465
9.45	-0.0000186
9.46	-0.0000093
9.47	0
9.48	0
9.49	0
9.5	0
9.51	0
9.52	0
9.53	0
9.54	0
9.55	0
9.56	0
9.57	0
9.58	0
9.59	0
9.6	0
9.61	0.000009207
9.62	0.0000186
9.63	0.0000372
9.64	0.0000465
9.65	0.0000651
9.66	0.0000837
9.67	0.0001023
9.68	0.0001209
9.69	0.0001488
9.7	0.0001953
9.71	0.0002325
9.72	0.0002511
9.73	0.0002604
9.74	0.0002418
9.75	0.000186
9.76	0.0001395
9.77	0.000093
9.78	0.0000558
9.79	0.0000279
9.8	0.0000186
9.81	0.0000093
9.82	0.0000093
9.83	0
9.84	0
9.85	0
9.86	0
9.87	0
9.88	0
9.89	0
9.9	0
9.91	0
9.92	0
9.93	0
9.94	0
9.95	0
9.96	0
9.97	0
9.98	0
9.99	0
10	0
